index,name,base_name,Label Name,network,component,hemisphere,degree,strength,betweenness,global_efficiency,group,median_age,mean_age,sd_age,n_participants
1,7Networks_LH_Vis_1,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,77.0,-36.81371126099202,197014.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
2,7Networks_LH_Vis_2,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,168.0,14.494237172372587,165584.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
3,7Networks_LH_Vis_3,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,130.0,-0.620251003158882,190504.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
4,7Networks_LH_Vis_4,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,135.0,-0.5166908563134942,175305.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
5,7Networks_LH_Vis_5,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,87.0,-20.632374284982486,196870.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
6,7Networks_LH_Vis_6,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,126.0,0.5885767950140872,164933.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
7,7Networks_LH_Vis_7,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,212.0,34.01681891914964,64252.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
8,7Networks_LH_Vis_8,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,188.0,23.047724750277478,104966.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
9,7Networks_LH_Vis_9,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,171.0,13.423119610688987,154923.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
10,7Networks_LH_Vis_10,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,101.0,-12.889182959105266,176633.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
11,7Networks_LH_Vis_11,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,184.0,19.85725262528812,167287.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
12,7Networks_LH_Vis_12,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,115.0,-1.9261504311448863,185359.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
13,7Networks_LH_Vis_13,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,229.0,41.39451891061216,118342.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
14,7Networks_LH_Vis_14,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,194.0,23.639204302911264,117848.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
15,7Networks_LH_Vis_15,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,161.0,21.571160249295673,94591.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
16,7Networks_LH_Vis_16,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,185.0,24.673781268675828,157772.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
17,7Networks_LH_Vis_17,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,165.0,13.35268505079827,155092.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
18,7Networks_LH_Vis_18,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,163.0,19.782378553743683,167670.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
19,7Networks_LH_Vis_19,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,249.0,44.05933578075643,91658.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
20,7Networks_LH_Vis_20,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,244.0,44.456245197643625,44850.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
21,7Networks_LH_Vis_21,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,183.0,22.633057286775397,186774.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
22,7Networks_LH_Vis_22,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,202.0,32.94817723896521,170661.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
23,7Networks_LH_Vis_23,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,169.0,20.092461367711092,95136.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
24,7Networks_LH_Vis_24,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,167.0,21.26022368308717,154097.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
25,7Networks_LH_Vis_25,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,222.0,32.699564586357035,153977.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
26,7Networks_LH_Vis_26,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,175.0,16.049944506104335,183537.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
27,7Networks_LH_Vis_27,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,236.0,41.79433108511912,54601.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
28,7Networks_LH_Vis_28,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,257.0,53.14496713053867,43102.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
29,7Networks_LH_Vis_29,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,195.0,25.402117305557947,135311.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
30,7Networks_LH_Vis_30,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,174.0,18.431742508324078,163777.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
31,7Networks_LH_Vis_31,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,132.0,-1.1724579527021262,182105.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
32,7Networks_LH_SomMot_1,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,256.0,55.91564927857941,117352.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
33,7Networks_LH_SomMot_2,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,187.0,25.190813625885752,175527.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
34,7Networks_LH_SomMot_3,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,223.0,39.98796209340048,95382.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
35,7Networks_LH_SomMot_4,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,321.0,73.64031418082475,327.0,-9.105760465836704e-06,Q28,29.085,29.085576923076925,0.14069036314027716,52
