index,name,base_name,Label Name,network,component,hemisphere,degree,strength,betweenness,global_efficiency,group,median_age,mean_age,sd_age,n_participants
1,7Networks_LH_Vis_1,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,194.0,23.766324336321667,185857.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
2,7Networks_LH_Vis_2,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,141.0,9.699736294764127,162463.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
3,7Networks_LH_Vis_3,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,114.0,-4.996622566566,190002.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
4,7Networks_LH_Vis_4,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,119.0,3.290506563818719,152793.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
5,7Networks_LH_Vis_5,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,168.0,17.41501519992575,126852.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
6,7Networks_LH_Vis_6,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,208.0,30.42266189088521,94280.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
7,7Networks_LH_Vis_7,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,152.0,9.696432020785885,146847.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
8,7Networks_LH_Vis_8,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,241.0,46.47952236360718,79925.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
9,7Networks_LH_Vis_9,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,114.0,-2.4349897540759526,168690.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
10,7Networks_LH_Vis_10,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,170.0,18.720186750973745,128943.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
11,7Networks_LH_Vis_11,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,152.0,18.774987525509097,154896.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
12,7Networks_LH_Vis_12,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,236.0,48.258245817174384,154957.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
13,7Networks_LH_Vis_13,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,194.0,31.167285138728612,161501.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
14,7Networks_LH_Vis_14,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,242.0,43.95984954124963,80672.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
15,7Networks_LH_Vis_15,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,199.0,32.04584664551122,178017.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
16,7Networks_LH_Vis_16,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,148.0,15.186458299145489,87434.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
17,7Networks_LH_Vis_17,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,163.0,15.604843245253436,168991.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
18,7Networks_LH_Vis_18,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,294.0,71.94590056840067,57575.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
19,7Networks_LH_Vis_19,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,251.0,54.96096437628692,78451.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
20,7Networks_LH_Vis_20,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,159.0,17.656523799504942,194412.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
21,7Networks_LH_Vis_21,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,250.0,51.902014210972425,99429.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
22,7Networks_LH_Vis_22,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,152.0,11.668939522455705,155539.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
23,7Networks_LH_Vis_23,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,335.0,82.58499386682129,6.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
24,7Networks_LH_Vis_24,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,226.0,48.97867405542797,123990.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
25,7Networks_LH_Vis_25,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,213.0,40.20334790565668,87831.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
26,7Networks_LH_Vis_26,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,208.0,31.398067603676722,82036.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
27,7Networks_LH_Vis_27,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,283.0,67.11130642705957,37919.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
28,7Networks_LH_Vis_28,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,247.0,51.70764259658392,40318.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
29,7Networks_LH_Vis_29,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,219.0,35.917833588893146,194151.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
30,7Networks_LH_Vis_30,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,202.0,33.22902549601827,189875.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
31,7Networks_LH_Vis_31,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,158.0,13.170370496514222,156012.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
32,7Networks_LH_SomMot_1,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,301.0,74.0604963165764,40059.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
33,7Networks_LH_SomMot_2,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,251.0,52.70098465095133,113532.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
34,7Networks_LH_SomMot_3,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,322.0,83.18960344117234,286.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
35,7Networks_LH_SomMot_4,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,206.0,32.43547283434236,133370.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
36,7Networks_LH_SomMot_5,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,279.0,59.239509570496125,59931.0,-7.494082572337801e-06,Q25,28.16,28.18318181818182,0.0870384231451496,44
